ID,label,type,exposure cohort,exposure role,exposure categories,exposures,quote,source,confidence,note,classified by,checked by
COHO:0000746,Centers for AIDS Research Network of Integrated Clinical Systems,cohort,no,,,,,,high,"A clinical cohort of people with HIV in care at US HIV clinics, so a disease cohort of patients; the participants are defined by infection, not by exposure without infection, and substance use is measured as an outcome, so it is not an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000747,Diabetes Control and Complications Trial/Epidemiology of Diabetes Interventions and Complications Study,cohort,no,,,,,,high,"A randomised trial of glycaemic therapy in people with type 1 diabetes, followed observationally in EDIC, so a disease cohort of patients; the intervention is a treatment, not an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000748,Danish National Birth Cohort,cohort,yes,designed to study exposures,other,exposures in early life,The Danish National Birth Cohort (DNBC) was established to investigate the causal link between exposures in early life and disease later on and the possibilities for disease prevention.,https://www.dnbc.dk/about-the-dnbc,medium,"A nationwide pregnancy and birth cohort whose stated founding purpose is the causal link between early-life exposures and later disease, with prospectively collected exposure data, so an exposure-designed cohort (the source names no specific exposure class); the outcomes are disease in general, so it is not a disease cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000749,Environment And Genetics in Lung cancer Etiology study,cohort,yes,designed to study exposures,tobacco,smoking,"We designed a large population-based case-control study that combines a traditional molecular epidemiology design with a more integrative approach to investigate the dynamic process that begins with smoking initiation, proceeds through dependency/smoking persistence, continues with lung cancer development and ends with progression to disseminated disease or response to therapy and survival.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A18538025+AND+SRC%3AMED&format=json&resultType=core,medium,"A population-based case-control study of incident lung cancer in Lombardy, so a disease cohort of patients; its design is explicitly built around smoking, from initiation and dependence to lung cancer, so it also counts as designed to study a tobacco exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000750,EArly Genetics and Lifecourse Epidemiology consortium,cohort aggregation,no,,,,"The majority of the participating cohorts are longitudinal population-based samples, but other cohorts with data on early childhood phenotypes are also involved.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A30887376+AND+SRC%3AMED&format=json&resultType=core,medium,"A consortium of population-based pregnancy and birth cohorts pooling GWAS of a wide range of childhood phenotypes (asthma, eczema, psychopathology, cognition), so classified by what it collects: general population cohorts with a broad purpose, neither exposure nor disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000751,EAGLE BioVU,cohort,no,,,,Epidemiologic Architecture for Genes Linked to Environment (EAGLE)-accessing the Vanderbilt University Medical Center’s biorepository (BioVU),https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6059436/fullTextXML,medium,"The BioVU biorepository participants as studied by the PAGE EAGLE site: an EHR-linked biobank of unselected patients used for trans-ethnic studies of complex traits, so neither a disease nor an exposure cohort; the word Environment in the site's name is not a selection basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000752,Elucidating Loci Involved in Prostate Cancer Susceptibility,cohort aggregation,no,,,,,,high,"A prostate cancer genetics consortium pooling case-control GWAS and genotyping studies, so classified by what it collects: patients with one disease. No exposure focus.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000753,Helsinki 2000 Ischemic Stroke Genetics Study,cohort,no,,,,,,high,"A hospital-based case-control study of neuroimaging-confirmed ischaemic stroke patients at Helsinki University Central Hospital with FINRISK controls, designed to find genetic factors for ischaemic stroke, so a disease cohort of patients; no exposure focus.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000754,GEN-COVID Multicenter Study,cohort,no,,,,,,high,"A multicentre biobank and registry of SARS-CoV-2-positive individuals in Italy assembled to find host genetic factors for COVID-19 susceptibility and severity, so a disease cohort of patients; the participants are defined by infection, not by exposure without infection.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000755,Hawaii Colorectal Cancer Studies 2 and 3,cohort,no,,,,,,medium,"A population-based case-control study of colorectal cancer on Oahu with registry-identified cases and matched population controls, listed as a case-control contributor in a pooled analysis of colorectal cancer cases and controls, so a disease cohort of patients; the source text names it only as a case-control study, hence medium confidence. No exposure focus.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000756,Heinz Nixdorf Recall Study,cohort,no,,,,"Briefly, the study participants, aged 45–75, were randomly selected from the residents’ registration offices of the cities of Bochum, Essen and Mülheim an der Ruhr, Germany.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12458722/fullTextXML,medium,"A population-based cohort randomly drawn from city resident registries in the Ruhr area whose stated aim is coronary artery calcification as a predictor of myocardial infarction and cardiac death, so a population study of cardiovascular disease in the Framingham sense; no exposure is a design purpose.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000757,"INflammation, Health, Ancestry and Lung Epidemiology study",cohort,no,,,,,,high,"A case-control study of lung cancer in Detroit: the participants are lung cancer patients and controls, so it is a disease cohort. Smoking and occupational exposures are recorded as risk factors among others, not the basis of recruitment or the stated design purpose.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000758,Malmö Diet and Cancer Study–Cardiovascular Cohort,cohort,no,,,,"The MDC study included a random sample of individuals from Malmö, Sweden, born between 1926 and 1945 and included between March 1991 and September 199611.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11109115/fullTextXML,medium,"A random subsample of the population-based Malmö Diet and Cancer Study enrolled into a sub-study of carotid artery disease epidemiology, so a population study of cardiovascular disease. Diet is the parent cohort's subject, not the stated design of this cardiovascular sub-cohort, so exposure is no here.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000759,MiaLAtinX Consortium,cohort,no,,,,,,high,"Hispanic IBD cases and non-IBD controls recruited at four US centres for IBD genetics: a disease case-control cohort, with no environmental exposure in its design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000760,Northern Finland Birth Cohort 1986,cohort,no,,,,"The study was based on the Northern Finland Birth Cohort 1986 (NFBC1986) [20], which is an unselected, general population sample based on 9432 live-born children with an expected date of birth between July 1 st, 1985 – June 30th, 1986, in the provinces of Oulu and Lapland [21].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13585820/fullTextXML,high,"An unselected general-population birth cohort of northern Finland followed for health and development broadly; its catalogue entry in the exposome catalogue does not make exposure its design purpose, and no disease is its stated focus.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000761,Ragama Health Study,cohort,no,,,,Adults between 35 and 64 years of age were recruited using an age stratified random sampling technique in 2007.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A32994253+AND+SRC%3AMED&format=json&resultType=core,high,A population-based cohort of randomly sampled adults in a semi-urban Sri Lankan area followed for mortality and its predictors: a general population cohort with neither an exposure nor a single disease as its design.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000762,Singapore Chinese Eye Study,cohort,no,,,,3353 Chinese adults who participated in the baseline SCES-1 (2009-2011) were invited for the 6-year follow-up SCES-2 (2015-2017).,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31401553+AND+SRC%3AMED&format=json&resultType=core,medium,"A population-based cohort of Chinese adults in Singapore set up to report the prevalence, incidence, progression and risk factors of age-related eye diseases, so a population study of one disease family; no environmental exposure is part of its design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000763,Singapore Epidemiology of Eye Diseases Study,cohort,no,,,,We conducted a multiethnic population-based cohort study using subjects recruited from the Singapore Epidemiology of Eye Diseases (SEED) study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10630666/fullTextXML,medium,"The multiethnic population-based umbrella of the Singapore Malay, Indian and Chinese Eye Studies, named and designed for the epidemiology of eye diseases and visual impairment; the verdict follows from the name and the sub-cohorts' stated designs rather than from a direct purpose statement in the bundle. No exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000764,Singapore Indian Eye Study,cohort,no,,,,"A total of 2200 adults had participated in baseline SINDI (2007-2009, mean age [range] = 57.8 [42.7-84.1] years) and SINDI-2 (2013-2015, 56.5 [48.4-90.2] years).",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A28472538+AND+SRC%3AMED&format=json&resultType=core,medium,"A population-based cohort of Indian adults in Singapore aimed at diabetic retinopathy and other age-related eye diseases, so a population study of a disease family. Migration status is its comparison, not an environmental exposure in scope.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000765,TAICHI Consortium,cohort aggregation,no,,,,,,medium,"A Taiwanese consortium that collected and genotyped coronary artery disease cases and controls with the CardioMetaboChip; its stated scope is atherosclerosis- and metabolic-related traits, so the disease verdict rests on the CAD case-control collection it describes. No exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000766,University of Southern California Hormone Replacement Therapy Colorectal Cancer Study,cohort,no,,,,,,high,"A population-based case-control study of colon cancer in Los Angeles women, so a disease cohort. Its subject, menopausal hormone therapy, is a medication and not an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
