child,child label,parent,parent label,relation,verdict,quote,URL,note,batch
COHO:0001221,"Pediatric Imaging, Neurocognition, and Genetics",COHO:0000367,Alzheimer's Disease Neuroimaging Initiative,,rejected,,,The sentence says the PING imaging protocol builds on methods developed as part of BIRN and ADNI. That is methodological reuse; PING participants (children aged 3-20) are not ADNI participants.,s037
COHO:0001343,Global Parkinson's Genetics Program,COHO:0000449,23andMe research cohort,,rejected,,,"GP2, IPDGC Africa and 23andMe are listed side by side as separate sources of individuals (Table 1 also gives separate GP2 and 23andMe datasets). Neither is part of the other.",s037
COHO:0001116,Asian Indian Diabetic Heart Study/Sikh Diabetes Study,COHO:0001638,Chennai Urban Rural Epidemiology Study,,rejected,,,AIDHS/SDS supplied the stage 3a Punjabi replication; CURES is one of several separate South Asian studies in stage 3b. The two are merely listed in the same sentence.,s037
COHO:0000764,Singapore Indian Eye Study,COHO:0001638,Chennai Urban Rural Epidemiology Study,,rejected,,,"SINDI and CURES are listed side by side among the stage 3b replication studies; neither is part of the other (SINDI is Singapore, CURES is Chennai).",s037
COHO:0002613,Generation R Next Study,COHO:0000446,Generation R Study,,rejected,,,"PMC13368358 says the study was embedded within Generation R Next, 'a population-based prospective cohort from preconception onward in Rotterdam, the Netherlands, and is part of the Generation R Study'. Here 'the Generation R Study' is the Erasmus MC research programme/group; Generation R Next recruits a new set of women from 2017, so its participants are not part of the 2002-2006 Generation R mothers and children that COHO:0000446 defines. isSubCohortOf does not hold as defined; the curator may prefer to note the shared programme rather than link the terms.",s037
COHO:0000024,Cancer Prevention Study,COHO:0000601,Newfoundland Colorectal Cancer Registry,,rejected,,,The American Cancer Society CPS II nested case-control study and the Newfoundland case-control study are listed as two of six separate studies genotyped by CORECT. Neither is part of the other (both already members of the consortia).,s037
COHO:0002628,European Longitudinal Study of Pregnancy and Childhood,COHO:0000383,Mass General Brigham Biobank,,rejected,,,Name clash: the synonym 'Partners' of the Mass General Brigham Biobank matched 'their partners' (the mothers' partners) in the ELSPAC cohort profile. The MGB Biobank is not mentioned.,s037
COHO:0000118,Monitoring of Trends and Determinants in Cardiovascular Disease,COHO:0002549,Västerbotten Intervention Project,,rejected,,,"The NSHDS cohort profile (PMC11790227) names three sibling sub-cohorts of NSHDS: the VIP, the expanded Northern Sweden MONICA study, and the MSP. The Northern Sweden MONICA is not part of the VIP; it is the Norrbotten/Västerbotten centre of the multinational WHO MONICA project ('the two northernmost regions in Sweden, Norrbotten and Västerbotten, joined the multinational WHO Monitoring of Trends and Determinants of Cardiovascular Disease (MONICA) Study'). COHO:0000118 is the international MONICA aggregation; a Northern Sweden MONICA term (sub-cohort of NSHDS, member of MONICA) may be worth minting separately.",s037
COHO:0000198,Ely Study,COHO:0000433,Generation Scotland: Scottish Family Health Study,,rejected,,,The Ely study and the Generation Scotland cohort are two separate studies whose physiological data were compared with the proteomic analysis; neither is part of the other.,s037
COHO:0001094,Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer,COHO:0001127,Tracking Parkinson's,,rejected,,,Name clash: Tracking Parkinson's is not named in the sentence or anywhere in PMC5005937 (a cohort profile of the Breast Cancer Family Registry and kConFab); the match was spurious. kConFab and the BCFR are compared there as separate registries.,s037
COHO:0001127,Tracking Parkinson's,COHO:0000668,Breast Cancer Family Registry,,rejected,,,"Name clash: Tracking Parkinson's (TP/PRoBaND) is not named in PMC5005937, which is about the Breast Cancer Family Registry and kConFab; the match was spurious.",s037
COHO:0001127,Tracking Parkinson's,COHO:0001094,Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer,,rejected,,,Name clash: the sweep matched the synonym PRoBaND against the word 'proband' in a description of BCFR and kConFab data collection. Tracking Parkinson's is not mentioned; no link.,s038
COHO:0000284,International HapMap Project,COHO:0000411,Korean Genome and Epidemiology Study,,rejected,,,"KoGES genotype data were imputed using 'the Korean HapMap data' as a reference panel; this is a reference-panel mention, not the International HapMap Project as a member of KoGES.",s038
COHO:0000758,Malmö Diet and Cancer Study–Cardiovascular Cohort,COHO:0000787,Malmö Preventive Project,,rejected,,,"The paper describes MDC-CC as randomly selected from the Malmo Diet and Cancer study (already linked) and MPP as a separate cohort set up in 1974; the two are adjacent study descriptions, and MDC-CC is not drawn from MPP.",s038
COHO:0000150,Sahlgrenska Academy Study on Ischemic Stroke,COHO:0000651,Stroke Genetics Network,memberOf,confirmed,"DNA was extracted from whole blood and genotyping was performed with either the HumanOmniExpress Exome BeadChip v1.0 at the Broad Institute (SAHLSIS: n = 756; MDC: n = 2,060) or the HumanOmni 5M Exome v1.0 as part of the Stroke Genetics Network (SiGN) study (SAHLSIS: n = 444; Illumina, San Diego, California, United States) as described.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6260132/fullTextXML,444 SAHLSIS cases were genotyped as part of the SiGN study; Table 1 footnote in the same paper also says this SAHLSIS subset was 'Included in the NINDS Stroke Genetic Network (SiGN) study.' SAHLSIS is a contributing case collection of SiGN.,s038
COHO:0000296,Malmö Diet and Cancer Study,COHO:0000651,Stroke Genetics Network,,rejected,,,In this paper MDC participants were genotyped at the Broad Institute on HumanOmniExpress Exome; only SAHLSIS (n = 444) was genotyped as part of SiGN. The text does not place MDC in SiGN.,s038
COHO:0000296,Malmö Diet and Cancer Study,COHO:0000150,Sahlgrenska Academy Study on Ischemic Stroke,,rejected,,,MDC and SAHLSIS are two separate participating cohorts in a GWAS of TAFI (PMC6260132); neither is part of the other.,s038
COHO:0000651,Stroke Genetics Network,COHO:0000150,Sahlgrenska Academy Study on Ischemic Stroke,,rejected,,,"Direction wrong and relation wrong: SiGN is an aggregation that SAHLSIS contributes to (see the SAHLSIS memberOf SiGN pair), not a sub-cohort of SAHLSIS.",s038
COHO:0000117,"MOnica Risk, Genetics, Archiving and Monograph",COHO:0000061,ENGAGE AF-TIMI 48,,rejected,,,"Name clash: 'ENGAGE project, grant agreement HEALTH-F4-2007-201413' is the EU FP7 ENGAGE consortium (a funding acknowledgement), not the ENGAGE AF-TIMI 48 trial. No link.",s038
COHO:0001145,Berkeley Aging Cohort Study,COHO:0000367,Alzheimer's Disease Neuroimaging Initiative,,rejected,,,"Figure legend listing separate correlation matrices for ADNI, NIMROD, NUS, BACS and AIBL; BACS is a distinct cohort compared alongside ADNI, not part of it.",s038
COHO:0001145,Berkeley Aging Cohort Study,COHO:0000405,"Australian Imaging, Biomarker & Lifestyle Flagship Study of Ageing",,rejected,,,Same figure legend listing BACS and AIBL as separate datasets; no sub-cohort relation.,s038
COHO:0002604,Finnish HPV vaccination cohort,COHO:0002599,Swedish Cervical Screening Cohort,,rejected,,,"Both are listed as separate data sources (Swedish cervical screening cohort RNA-Seq, Finnish HPV vaccination cohort DNA sequences) for developing an HPV detection algorithm; neither is part of the other.",s038
COHO:0000023,Cancer Genome Atlas,COHO:0002604,Finnish HPV vaccination cohort,,rejected,,,"TCGA and the Finnish HPV vaccination cohort are listed as separate sequence datasets; the second sentence's 'HPV' is the virus, not the cohort synonym. No link.",s038
COHO:0000383,Mass General Brigham Biobank,COHO:0000059,Dutch Microbiome Project,,rejected,,,"The sweep matched 'partners' (a synonym of Mass General Brigham Biobank) in 'relatives or partners of the included patients'; the sentence is about merging a study's data with Lifelines DMP participants. The Mass General Brigham Biobank is not mentioned, so this is a name clash.",s039
COHO:0000181,Viking Health Study,COHO:0000927,Northern Sweden Health and Disease Study,,rejected,,,"Name clash: in this paper VIKING is the 'Västerbotten Imputation Databank of Near-Complete Genomes' study set within the NSHDS in northern Sweden, not the Viking Health Study of Shetland (COHO:0000181). The quoted sentence says GLACIER, not VIKING, is nested within the NSHDS. A VIKING (Västerbotten) term, if ever minted, could be linked to NSHDS from this paper.",s039
COHO:0000371,Million Veteran Program,COHO:0000560,International Lung Cancer Consortium,,rejected,,,MVP and ILCCO are two separate datasets meta-analysed side by side in a lung cancer GWAS. The paper does not say MVP is a member of ILCCO.,s039
COHO:0001284,"Assessment, Serial Evaluation, and Subsequent Sequelae of Acute Kidney Injury Study",COHO:0000541,Kaiser Permanente Research Bank,,rejected,,,"'Kaiser Permanente' here means Kaiser Permanente Northern California, one of the clinical research centre networks that recruited hospitalised patients into ASSESS-AKI. It is an institution and a recruitment site, not the Kaiser Permanente Research Bank.",s039
COHO:0001284,"Assessment, Serial Evaluation, and Subsequent Sequelae of Acute Kidney Injury Study",COHO:0000417,BioVU,,rejected,,,"'Vanderbilt' here means Vanderbilt University (Medical Center), one of the ASSESS-AKI clinical research centre networks. It is an institution and a recruitment site, not the BioVU biobank.",s039
COHO:0000284,International HapMap Project,COHO:0000504,Insulin Resistance Atherosclerosis Family Study,,rejected,,,HapMap is mentioned as a reference population for allele frequencies. IRAS/IRASFS samples are used separately. There is no sub-cohort relation.,s039
COHO:0000550,Prevention of Renal and Vascular End-stage Disease study,COHO:0000410,Study of Health in Pomerania-TREND,,rejected,,,The sweep hit consecutive funding statements for different studies in an acknowledgements section. PREVEND and SHIP-Trend are unrelated cohorts.,s039
COHO:0001138,23Mofang cohort,COHO:0000423,All of Us Research Program,,rejected,,,"23Mofang, MVP and All of Us are separate cohorts in a myopia/refractive error GWAS. 'Part of' refers to genotyping through the 23Mofang Personal Genome Services, not to All of Us.",s039
COHO:0000176,UK Biobank,COHO:0000078,Genetic Epidemiology of Asthma in Costa Rica,,rejected,,,UK Biobank is used as a separate replication dataset. GACRS and CAMP were sequenced as part of TOPMed. UK Biobank is not part of GACRS.,s039
COHO:0000176,UK Biobank,COHO:0000998,Childhood Asthma Management Program,,rejected,,,UK Biobank is used as a separate replication dataset. GACRS and CAMP were sequenced as part of TOPMed. UK Biobank is not part of CAMP.,s039
COHO:0000002,1000 Genomes,COHO:0001030,PsyCourse Study,,rejected,,,1000 Genomes super-populations are used as an ancestry reference for PsyCourse subjects in a PCA plot. There is no sub-cohort relation.,s039
COHO:0000485,"Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial",COHO:0000598,"Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study",,rejected,,,PLCO and ATBC are two independent nested case-control sources cited together (RCC genotyping and PDAC metabolomics). Neither is part of the other.,s039
COHO:0000016,Avon Longitudinal Study of Parents and Children,COHO:0000695,SpiroMeta Consortium,memberOf,confirmed,"The SpiroMeta consortium consists of 14 GWAS studies: ALSPAC, B58C-T1DGC, B58C-WTCCC, EPIC (obese and population-based substudies), the EUROSPAN studies (Korcula, NSPHS, ORCADES and Vis), FTC (incorporating the FinnTwin16 and Finnish Twin Study on Aging), KORA S3, NFBC1966, SHIP and TwinsUK (see Table 1 for definitions of acronyms).",https://pmc.ncbi.nlm.nih.gov/articles/PMC2862965/,"Direction reversed: ALSPAC is one of the 14 stage-1 GWAS studies of the SpiroMeta consortium (Repapi et al. 2010, Methods 'Stage 1 samples'; Table 1 footnote expands ALSPAC as Avon Longitudinal Study of Parents and Children). SpiroMeta is typed cohort aggregation, so ALSPAC memberOf SpiroMeta.",s040
COHO:0000065,European Prospective Investigation into Cancer,COHO:0000695,SpiroMeta Consortium,memberOf,confirmed,"The SpiroMeta consortium consists of 14 GWAS studies: ALSPAC, B58C-T1DGC, B58C-WTCCC, EPIC (obese and population-based substudies), the EUROSPAN studies (Korcula, NSPHS, ORCADES and Vis), FTC (incorporating the FinnTwin16 and Finnish Twin Study on Aging), KORA S3, NFBC1966, SHIP and TwinsUK (see Table 1 for definitions of acronyms).",https://pmc.ncbi.nlm.nih.gov/articles/PMC2862965/,"Direction reversed: EPIC (obese-case and population-based substudies) is a SpiroMeta stage-1 study; the Table 1 footnote expands it only as 'European Prospective Investigation into Cancer and Nutrition'. Caution for the curator: the only Norfolk mention in the paper is a cited reference ('Respiratory function and self-reported functional health: EPIC-Norfolk population study'), and the UK spirometry samples are EPIC-Norfolk, so the more specific member may be COHO:0000066 (EPIC-Norfolk) rather than EPIC as a whole; the cached text does not state Norfolk for the SpiroMeta samples themselves.",s040
